,parcelid,logerror,transactiondate,class
28318,11624225,-0.0747,2016-04-25,higherror
28319,11168431,-0.006,2016-04-25,lowerror
28320,12128218,-0.1054,2016-04-25,higherror
28321,11896698,0.0169,2016-04-25,lowerror
28322,11889704,0.063,2016-04-25,lowerror
28323,11619917,-0.0294,2016-04-25,lowerror
28324,14370431,-0.0736,2016-04-25,higherror
28325,11687165,0.2159,2016-04-25,higherror
28326,14065134,-0.005,2016-04-25,lowerror
28327,14107135,-0.003,2016-04-25,lowerror
28328,14459348,0.0119,2016-04-25,lowerror
28329,11281237,0.08800000000000001,2016-04-25,higherror
28330,13983418,0.0129,2016-04-25,lowerror
28331,14380187,0.002,2016-04-25,lowerror
28332,12916296,0.0344,2016-04-25,lowerror
28333,17292818,0.001,2016-04-25,lowerror
28334,14729907,0.062,2016-04-25,lowerror
28335,14634527,-0.044000000000000004,2016-04-25,lowerror
28336,13977645,0.0,2016-04-25,
28337,12611990,0.01,2016-04-25,lowerror
28338,12913008,0.0344,2016-04-25,lowerror
28339,14723776,0.0178,2016-04-25,lowerror
28340,14362509,0.006999999999999999,2016-04-25,lowerror
28341,12497822,-0.0683,2016-04-25,lowerror
28342,11165770,-0.0704,2016-04-25,higherror
28343,14385733,-0.0212,2016-04-25,lowerror
28344,14716110,0.0149,2016-04-25,lowerror
28345,11869747,-0.0284,2016-04-25,lowerror
28346,11419070,0.0714,2016-04-25,higherror
28347,14458193,-0.0356,2016-04-25,lowerror
28348,14458944,0.0507,2016-04-25,lowerror
28349,14451780,0.5104,2016-04-25,higherror
28350,12508899,0.0478,2016-04-25,lowerror
28351,11873346,-0.0101,2016-04-25,lowerror
28352,14376308,0.004,2016-04-25,lowerror
28353,12753259,0.0218,2016-04-25,lowerror
28354,17222699,-0.0151,2016-04-25,lowerror
28355,10732701,0.045,2016-04-25,lowerror
28356,17058986,0.0257,2016-04-25,lowerror
28357,14457935,0.009000000000000001,2016-04-25,lowerror
28358,12688538,-0.045,2016-04-25,lowerror
28359,12508911,0.045,2016-04-25,lowerror
28360,14730240,-0.0111,2016-04-25,lowerror
28361,11905564,0.0149,2016-04-25,lowerror
28362,11198106,0.002,2016-04-25,lowerror
28363,14123474,-0.045,2016-04-25,lowerror
28364,14482117,0.0564,2016-04-25,lowerror
28365,11595964,0.0296,2016-04-25,lowerror
28366,12395379,0.0178,2016-04-25,lowerror
28367,14734116,0.0497,2016-04-25,lowerror
28368,12159764,0.1823,2016-04-25,higherror
28369,12392676,0.5822,2016-04-25,higherror
28370,11789674,0.0402,2016-04-25,lowerror
28371,14428177,0.3542,2016-04-25,higherror
28372,13855948,-0.0294,2016-04-25,lowerror
28373,14462761,-0.0346,2016-04-25,lowerror
28374,10917594,-0.0576,2016-04-25,lowerror
28375,10783148,-0.0356,2016-04-25,lowerror
28376,14701046,0.005,2016-04-25,lowerror
28377,11193498,0.0714,2016-04-25,higherror
28378,14746502,-0.001,2016-04-25,lowerror
28379,11266007,0.8519,2016-04-25,higherror
28380,11025910,-0.0182,2016-04-25,lowerror
28381,14692184,-0.0141,2016-04-25,lowerror
28382,12380928,0.044000000000000004,2016-04-25,lowerror
28383,14202456,0.062,2016-04-25,lowerror
28384,14100532,0.004,2016-04-25,lowerror
28385,12048836,0.0296,2016-04-25,lowerror
28386,14204182,0.005,2016-04-25,lowerror
28387,14415220,0.045,2016-04-25,lowerror
28388,14032870,-0.0101,2016-04-25,lowerror
28389,17295502,0.008,2016-04-25,lowerror
28390,12703723,0.0,2016-04-25,
28391,17125066,-0.0523,2016-04-25,lowerror
28392,14412065,0.0159,2016-04-25,lowerror
28393,11858407,0.005,2016-04-25,lowerror
28394,13036840,0.003,2016-04-25,lowerror
28395,14093049,-0.0121,2016-04-25,lowerror
28396,11635126,0.0218,2016-04-25,lowerror
28397,11599854,-0.1755,2016-04-25,higherror
28398,13021369,0.0286,2016-04-25,lowerror
28399,14659486,-0.0715,2016-04-25,higherror
28400,11631266,0.009000000000000001,2016-04-25,lowerror
28401,14739068,0.001,2016-04-25,lowerror
28402,14197488,0.006,2016-04-25,lowerror
28403,13022650,-0.046,2016-04-25,lowerror
28404,12413719,-0.001,2016-04-25,lowerror
28405,11363090,0.0843,2016-04-25,higherror
28406,12831507,0.4357,2016-04-25,higherror
28407,11087300,0.006999999999999999,2016-04-25,lowerror
28408,11525705,0.0723,2016-04-25,higherror
28409,13027092,0.0218,2016-04-25,lowerror
28410,13029329,-0.0534,2016-04-25,lowerror
28411,12034379,-0.0182,2016-04-25,lowerror
28412,12405332,0.0188,2016-04-25,lowerror
28413,14599689,0.0237,2016-04-25,lowerror
28414,12724506,-0.0131,2016-04-25,lowerror
28415,14282086,0.0188,2016-04-25,lowerror
28416,14481921,0.003,2016-04-25,lowerror
28417,14199076,0.0723,2016-04-25,higherror
28418,10778557,0.0363,2016-04-25,lowerror
28419,12046391,0.0411,2016-04-25,lowerror
28420,14279636,0.044000000000000004,2016-04-25,lowerror
28421,11081870,-0.0534,2016-04-25,lowerror
28422,14690327,-0.0408,2016-04-25,lowerror
28423,10775833,0.0733,2016-04-25,higherror
28424,11705936,-0.0161,2016-04-25,lowerror
28425,14031194,0.0334,2016-04-25,lowerror
28426,14744551,0.006,2016-04-25,lowerror
28427,11210869,0.0149,2016-04-25,lowerror
28428,10810444,0.003,2016-04-25,lowerror
28429,11584102,0.008,2016-04-25,lowerror
28430,14742338,0.1519,2016-04-25,higherror
28431,14170425,0.0159,2016-04-25,lowerror
28432,14224517,0.0421,2016-04-25,lowerror
28433,10883439,-0.1732,2016-04-25,higherror
28434,13087388,-0.006999999999999999,2016-04-25,lowerror
28435,14501938,0.001,2016-04-25,lowerror
28436,14653459,0.0276,2016-04-25,lowerror
28437,10883349,-0.1851,2016-04-25,higherror
28438,14171319,0.0227,2016-04-25,lowerror
28439,11045843,0.0208,2016-04-25,lowerror
28440,14221423,-0.0111,2016-04-25,lowerror
28441,10838759,0.009000000000000001,2016-04-25,lowerror
28442,14022163,-0.0192,2016-04-25,lowerror
28443,12317505,0.0315,2016-04-25,lowerror
28444,12807543,0.0611,2016-04-25,lowerror
28445,13099221,0.0188,2016-04-25,lowerror
28446,11298472,0.006999999999999999,2016-04-25,lowerror
28447,14213434,-0.0513,2016-04-25,lowerror
28448,11548530,-0.0661,2016-04-25,lowerror
28449,11580962,0.0296,2016-04-25,lowerror
28450,12051334,-0.0398,2016-04-25,lowerror
28451,14741011,-0.002,2016-04-25,lowerror
28452,10993978,0.0602,2016-04-25,lowerror
28453,13100698,0.004,2016-04-25,lowerror
28454,14175094,0.009000000000000001,2016-04-25,lowerror
28455,14663998,0.0109,2016-04-25,lowerror
28456,10990201,0.5556,2016-04-25,higherror
28457,14453490,0.0334,2016-04-25,lowerror
28458,12000251,-0.1672,2016-04-25,higherror
28459,10984004,-0.1381,2016-04-25,higherror
28460,13910776,0.002,2016-04-25,lowerror
28461,11311888,0.0363,2016-04-25,lowerror
28462,12363173,-0.0726,2016-04-25,higherror
28463,14246586,0.0178,2016-04-25,lowerror
28464,12001800,0.006,2016-04-25,lowerror
28465,14094351,0.001,2016-04-25,lowerror
28466,14744072,-0.0101,2016-04-25,lowerror
28467,13893177,0.551,2016-04-25,higherror
28468,14164736,-0.0812,2016-04-25,higherror
28469,17190734,0.0276,2016-04-25,lowerror
28470,14694453,-0.004,2016-04-25,lowerror
28471,14415911,0.0383,2016-04-25,lowerror
28472,11262257,0.0564,2016-04-25,lowerror
28473,13849667,-0.1054,2016-04-25,higherror
28474,13068330,-0.002,2016-04-25,lowerror
28475,12159237,-0.045,2016-04-25,lowerror
28476,12012423,-0.006,2016-04-25,lowerror
28477,11537690,0.2143,2016-04-25,higherror
28478,12648963,0.0686,2016-04-25,lowerror
28479,14206917,-0.0263,2016-04-25,lowerror
28480,14207557,0.0286,2016-04-25,lowerror
28481,12559370,-0.0315,2016-04-25,lowerror
28482,13894709,0.076,2016-04-25,higherror
28483,13077312,-0.0274,2016-04-25,lowerror
28484,14695992,0.7533,2016-04-25,higherror
28485,14485635,0.1204,2016-04-25,higherror
28486,14165607,0.0583,2016-04-25,lowerror
28487,17081400,-0.1324,2016-04-25,higherror
28488,14409519,0.0639,2016-04-25,lowerror
28489,11705752,-0.0356,2016-04-25,lowerror
28490,10953254,-0.0419,2016-04-25,lowerror
28491,17197579,-0.0481,2016-04-25,lowerror
28492,14132944,0.0392,2016-04-25,lowerror
28493,11847199,0.0592,2016-04-25,lowerror
28494,12946998,-0.0111,2016-04-25,lowerror
28495,14337439,-0.0274,2016-04-25,lowerror
28496,14337345,0.0573,2016-04-25,lowerror
28497,11651034,-0.3147,2016-04-25,higherror
28498,14667045,-0.0408,2016-04-25,lowerror
28499,17182647,-0.0284,2016-04-25,lowerror
28500,10903894,0.0507,2016-04-25,lowerror
28501,14637493,-0.0233,2016-04-25,lowerror
28502,13877200,-0.0161,2016-04-25,lowerror
28503,14335476,-0.0151,2016-04-25,lowerror
28504,14679285,0.0843,2016-04-25,higherror
28505,14753988,-0.0263,2016-04-25,lowerror
28506,12956471,-0.0492,2016-04-25,lowerror
28507,12957144,0.004,2016-04-25,lowerror
28508,11205977,-0.0683,2016-04-25,lowerror
28509,11944907,0.0159,2016-04-25,lowerror
28510,11945456,-0.0587,2016-04-25,lowerror
28511,11569790,-0.2231,2016-04-25,higherror
28512,12798999,0.0649,2016-04-25,lowerror
28513,11837120,-0.091,2016-04-25,higherror
28514,11196216,0.1044,2016-04-25,higherror
28515,14607901,0.0296,2016-04-25,lowerror
28516,10971576,0.009000000000000001,2016-04-25,lowerror
28517,11007518,0.0188,2016-04-25,lowerror
28518,11466390,0.0139,2016-04-25,lowerror
28519,10742024,-0.0619,2016-04-25,lowerror
28520,14130688,-0.1009,2016-04-25,higherror
28521,17229864,-0.0131,2016-04-25,lowerror
28522,11277191,-0.009000000000000001,2016-04-25,lowerror
28523,11730235,-0.1661,2016-04-25,higherror
28524,14123862,0.0459,2016-04-25,lowerror
28525,12923168,0.0276,2016-04-25,lowerror
28526,12671780,-0.0566,2016-04-25,lowerror
28527,12777341,-0.0502,2016-04-25,lowerror
28528,17171949,-0.003,2016-04-25,lowerror
28529,13973212,0.0169,2016-04-25,lowerror
28530,11653531,0.0227,2016-04-25,lowerror
28531,10947940,0.0488,2016-04-25,lowerror
28532,14715613,0.1424,2016-04-25,higherror
28533,14186558,0.0247,2016-04-25,lowerror
28534,12929708,0.0257,2016-04-25,lowerror
28535,17282951,0.2223,2016-04-25,higherror
28536,12489160,0.0198,2016-04-25,lowerror
28537,12196629,-0.1043,2016-04-25,higherror
28538,14611929,-0.0387,2016-04-25,lowerror
28539,10754499,-0.005,2016-04-25,lowerror
28540,14127546,0.0,2016-04-25,
28541,14447348,-0.006999999999999999,2016-04-25,lowerror
28542,14395186,-0.2433,2016-04-25,higherror
28543,14623406,0.1873,2016-04-25,higherror
28544,14128362,0.0109,2016-04-25,lowerror
28545,11571636,0.3307,2016-04-25,higherror
28546,14015442,0.2398,2016-04-25,higherror
28547,14650539,-0.006999999999999999,2016-04-25,lowerror
28548,14105433,-0.0598,2016-04-25,lowerror
28549,14633882,0.006999999999999999,2016-04-25,lowerror
28550,11481614,-0.0182,2016-04-25,lowerror
28551,12725720,-0.0263,2016-04-25,lowerror
28552,14320340,0.0421,2016-04-25,lowerror
28553,11830131,0.0227,2016-04-25,lowerror
28554,10965892,0.003,2016-04-25,lowerror
28555,11566349,-0.0834,2016-04-25,higherror
28556,14604791,-0.005,2016-04-25,lowerror
28557,13935952,0.0305,2016-04-25,lowerror
28558,12995662,-0.4878,2016-04-25,higherror
28559,12995672,-0.0171,2016-04-25,lowerror
28560,14306720,0.0208,2016-04-25,lowerror
28561,12437690,0.0834,2016-04-25,higherror
28562,13934295,-0.0325,2016-04-25,lowerror
28563,12837616,-0.0243,2016-04-25,lowerror
28564,11496707,0.0208,2016-04-25,lowerror
28565,13009338,0.3393,2016-04-25,higherror
28566,13866103,-0.0284,2016-04-25,lowerror
28567,12429520,0.0149,2016-04-25,lowerror
28568,10768202,0.0296,2016-04-25,lowerror
28569,10918569,0.0908,2016-04-25,higherror
28570,14712269,-0.0408,2016-04-25,lowerror
28571,13016050,0.0149,2016-04-25,lowerror
28572,11203297,-0.0398,2016-04-25,lowerror
28573,13929562,-0.0812,2016-04-25,higherror
28574,11213210,0.1697,2016-04-25,higherror
28575,14293688,-0.0608,2016-04-25,lowerror
28576,13092608,-0.0661,2016-04-25,lowerror
28577,13092608,-0.0356,2016-06-20,lowerror
28578,14293395,0.0488,2016-04-25,lowerror
28579,11705716,-0.1404,2016-04-25,higherror
28580,12422939,0.001,2016-04-25,lowerror
28581,12986016,0.0421,2016-04-25,lowerror
28582,14193515,0.062,2016-04-25,lowerror
28583,12697848,0.0237,2016-04-25,lowerror
28584,11671556,0.01,2016-04-25,lowerror
28585,14722116,0.0392,2016-04-25,lowerror
28586,12143126,-0.0141,2016-04-25,lowerror
28587,12455578,-0.0294,2016-04-25,lowerror
28588,14318223,0.0545,2016-04-25,lowerror
28589,12172523,0.0129,2016-04-25,lowerror
28590,12039922,-0.0161,2016-04-25,lowerror
28591,14316252,0.0723,2016-04-25,higherror
28592,11957299,-0.2169,2016-04-25,higherror
28593,14315873,0.4285,2016-04-25,higherror
28594,14191839,-0.1381,2016-04-25,higherror
28595,14703720,0.0178,2016-04-25,lowerror
28596,12452663,-0.102,2016-04-25,higherror
28597,10755980,0.003,2016-04-25,lowerror
28598,10854746,-0.0182,2016-04-25,lowerror
28599,12451906,-0.0377,2016-04-25,lowerror
28600,14312970,0.0129,2016-04-25,lowerror
28601,14605615,-0.005,2016-04-25,lowerror
28602,14313595,0.0169,2016-04-25,lowerror
28603,17294122,-0.001,2016-04-25,lowerror
28604,13939316,-0.004,2016-04-25,lowerror
28605,12665395,0.0266,2016-04-25,lowerror
28606,10854478,0.2523,2016-04-25,higherror
28607,14314188,0.0129,2016-04-25,lowerror
28608,12045134,-0.0192,2016-04-25,lowerror
28609,11750374,-0.044000000000000004,2016-04-25,lowerror
28610,14453661,-0.0336,2016-04-26,lowerror
28611,10917590,-0.0502,2016-04-26,lowerror
28612,11670594,-0.044000000000000004,2016-04-26,lowerror
28613,14453742,0.0119,2016-04-26,lowerror
28614,11212106,0.9547,2016-04-26,higherror
28615,10917919,0.0862,2016-04-26,higherror
28616,17297560,0.0431,2016-04-26,lowerror
28617,10898144,-0.0429,2016-04-26,lowerror
28618,14723927,-0.0715,2016-04-26,higherror
28619,10877297,-0.0111,2016-04-26,lowerror
28620,17289113,0.0149,2016-04-26,lowerror
28621,14036981,-0.0492,2016-04-26,lowerror
28622,12113286,-0.0222,2016-04-26,lowerror
28623,14007680,0.0198,2016-04-26,lowerror
28624,14721368,-0.0513,2016-04-26,lowerror
28625,14082259,0.0526,2016-04-26,lowerror
28626,12169654,-0.1567,2016-04-26,higherror
28627,17206276,-0.2837,2016-04-26,higherror
28628,14042363,-0.0274,2016-04-26,lowerror
28629,11213511,-0.046,2016-04-26,lowerror
28630,17206303,0.0611,2016-04-26,lowerror
28631,12121490,0.1389,2016-04-26,higherror
28632,14045776,0.0119,2016-04-26,lowerror
28633,11209879,0.006,2016-04-26,lowerror
28634,17111566,-0.0253,2016-04-26,lowerror
28635,12743852,0.003,2016-04-26,lowerror
28636,10929126,1.261,2016-04-26,higherror
28637,11654263,0.366,2016-04-26,higherror
28638,14077560,-0.002,2016-04-26,lowerror
28639,11648750,0.3893,2016-04-26,higherror
28640,14456800,0.063,2016-04-26,lowerror
28641,14049009,0.0178,2016-04-26,lowerror
28642,12103023,0.0488,2016-04-26,lowerror
28643,14073949,-0.0523,2016-04-26,lowerror
28644,12601434,-0.045,2016-04-26,lowerror
28645,12768367,-0.0182,2016-04-26,lowerror
28646,10902671,0.0602,2016-04-26,lowerror
28647,10902574,-0.0801,2016-04-26,higherror
28648,12137949,-0.0367,2016-04-26,lowerror
28649,10901744,0.0344,2016-04-26,lowerror
28650,17207441,0.0139,2016-04-26,lowerror
28651,14107792,0.006999999999999999,2016-04-26,lowerror
28652,12118183,0.0908,2016-04-26,higherror
28653,12176319,0.0488,2016-04-26,lowerror
28654,11669397,-0.1532,2016-04-26,higherror
28655,14091919,0.0825,2016-04-26,higherror
28656,11639341,0.1415,2016-04-26,higherror
28657,12166201,0.008,2016-04-26,lowerror
28658,10924474,-0.0387,2016-04-26,lowerror
28659,14463561,0.163,2016-04-26,higherror
28660,11656696,-0.1744,2016-04-26,higherror
28661,12759263,0.0119,2016-04-26,lowerror
28662,10913004,-0.0866,2016-04-26,higherror
28663,12622324,-0.0233,2016-04-26,lowerror
28664,11656606,0.0573,2016-04-26,lowerror
28665,14636063,-0.0736,2016-04-26,higherror
28666,14012654,0.0431,2016-04-26,lowerror
28667,11674290,0.0834,2016-04-26,higherror
28668,12116022,-0.044000000000000004,2016-04-26,lowerror
28669,14010310,-0.005,2016-04-26,lowerror
28670,11667218,0.0276,2016-04-26,lowerror
28671,12167847,0.0411,2016-04-26,lowerror
28672,11643017,-0.2957,2016-04-26,higherror
28673,12129632,0.0516,2016-04-26,lowerror
28674,14084202,-0.003,2016-04-26,lowerror
28675,10910697,0.0188,2016-04-26,lowerror
28676,11666924,0.0742,2016-04-26,higherror
28677,12167941,-0.0192,2016-04-26,lowerror
28678,10887008,-0.0683,2016-04-26,lowerror
28679,11631652,-0.0801,2016-04-26,higherror
28680,14455101,-0.002,2016-04-26,lowerror
28681,11317644,-0.0492,2016-04-26,lowerror
28682,10994327,-0.0121,2016-04-26,lowerror
28683,10932051,-0.0747,2016-04-26,higherror
28684,11115348,0.006999999999999999,2016-04-26,lowerror
28685,17218227,-0.0672,2016-04-26,lowerror
28686,14701158,0.01,2016-04-26,lowerror
28687,14495073,0.006,2016-04-26,lowerror
28688,11561194,0.0276,2016-04-26,lowerror
28689,12802461,0.0431,2016-04-26,lowerror
28690,12802046,0.0421,2016-04-26,lowerror
28691,10751516,0.0497,2016-04-26,lowerror
28692,11565003,-0.0672,2016-04-26,lowerror
28693,17236847,0.0383,2016-04-26,lowerror
28694,12846232,0.002,2016-04-26,lowerror
28695,11194673,-0.0131,2016-04-26,lowerror
28696,11946384,0.0159,2016-04-26,lowerror
28697,11014634,2.292,2016-04-26,higherror
28698,12543350,0.0257,2016-04-26,lowerror
28699,14195003,0.0421,2016-04-26,lowerror
28700,12465551,1.1640000000000001,2016-04-26,higherror
28701,14630179,-0.0202,2016-04-26,lowerror
28702,11012434,-0.0274,2016-04-26,lowerror
28703,14193028,-0.0121,2016-04-26,lowerror
28704,14333103,-0.0294,2016-04-26,lowerror
28705,14738720,0.0497,2016-04-26,lowerror
28706,10753748,-0.1222,2016-04-26,higherror
28707,11009758,0.0497,2016-04-26,lowerror
28708,14318811,-0.005,2016-04-26,lowerror
28709,13855688,0.0733,2016-04-26,higherror
28710,12719123,-0.0336,2016-04-26,lowerror
28711,14662939,-0.004,2016-04-26,lowerror
28712,10813075,-0.045,2016-04-26,lowerror
28713,14314164,-0.0212,2016-04-26,lowerror
28714,14497915,-0.0192,2016-04-26,lowerror
28715,12027122,-0.0608,2016-04-26,lowerror
28716,11554058,0.0677,2016-04-26,lowerror
28717,12027243,0.0742,2016-04-26,higherror
28718,12805366,0.0354,2016-04-26,lowerror
28719,11823247,-0.1779,2016-04-26,higherror
28720,11487599,0.004,2016-04-26,lowerror
28721,17262917,-0.0121,2016-04-26,lowerror
28722,14314982,0.062,2016-04-26,lowerror
28723,17133733,-0.0192,2016-04-26,lowerror
28724,14204650,0.062,2016-04-26,lowerror
28725,12545841,0.0592,2016-04-26,lowerror
28726,17262959,-0.0101,2016-04-26,lowerror
28727,12452209,-0.0336,2016-04-26,lowerror
28728,14427965,0.0325,2016-04-26,lowerror
28729,14643256,0.0497,2016-04-26,lowerror
28730,14629556,-0.003,2016-04-26,lowerror
28731,12455156,-0.0555,2016-04-26,lowerror
28732,11741928,0.0583,2016-04-26,lowerror
28733,14607047,0.0,2016-04-26,
28734,11488558,-0.0545,2016-04-26,lowerror
28735,11842459,0.0237,2016-04-26,lowerror
28736,10827073,-0.0513,2016-04-26,lowerror
28737,10832455,-0.1473,2016-04-26,higherror
28738,12261110,0.1424,2016-04-26,higherror
28739,17154997,0.002,2016-04-26,lowerror
28740,14677602,-0.0274,2016-04-26,lowerror
28741,11846832,0.1187,2016-04-26,higherror
28742,12047734,-0.078,2016-04-26,higherror
28743,12946639,0.0247,2016-04-26,lowerror
28744,11124914,0.0545,2016-04-26,lowerror
28745,17233876,0.0421,2016-04-26,lowerror
28746,11466315,-0.0694,2016-04-26,higherror
28747,12693073,-0.0192,2016-04-26,lowerror
28748,11849217,-0.1555,2016-04-26,higherror
28749,17128567,0.0276,2016-04-26,lowerror
28750,17271806,-0.0131,2016-04-26,lowerror
28751,13895613,2.177,2016-04-26,higherror
28752,11239623,0.0325,2016-04-26,lowerror
28753,11199735,0.1266,2016-04-26,higherror
28754,11850582,-0.0161,2016-04-26,lowerror
28755,12939725,0.2492,2016-04-26,higherror
28756,14345664,0.0344,2016-04-26,lowerror
28757,11465079,-0.0336,2016-04-26,lowerror
28758,14396176,0.0334,2016-04-26,lowerror
28759,11582231,-0.1815,2016-04-26,higherror
28760,12852018,-0.0151,2016-04-26,lowerror
28761,12039463,0.0478,2016-04-26,lowerror
28762,13885286,-0.0387,2016-04-26,lowerror
28763,11002141,-0.0877,2016-04-26,higherror
28764,11843283,0.0344,2016-04-26,lowerror
28765,12799189,-0.006999999999999999,2016-04-26,lowerror
28766,11196148,0.0,2016-04-26,
28767,14272449,0.1553,2016-04-26,higherror
28768,14188025,0.1328,2016-04-26,higherror
28769,12269412,-0.0315,2016-04-26,lowerror
28770,12954578,0.0218,2016-04-26,lowerror
28771,12268889,-0.1199,2016-04-26,higherror
28772,14187550,0.006,2016-04-26,lowerror
28773,13875885,-0.078,2016-04-26,higherror
28774,13877293,-0.0222,2016-04-26,lowerror
28775,12953683,0.0149,2016-04-26,lowerror
28776,12668233,-0.0481,2016-04-26,lowerror
28777,11197674,-0.0419,2016-04-26,lowerror
28778,12953370,-0.0899,2016-04-26,higherror
28779,13882507,-0.0161,2016-04-26,lowerror
28780,14609719,-0.0325,2016-04-26,lowerror
28781,10830005,0.1424,2016-04-26,higherror
28782,10745805,0.001,2016-04-26,lowerror
28783,14185126,0.0237,2016-04-26,lowerror
28784,12264754,-0.0182,2016-04-26,lowerror
28785,17188945,-0.0346,2016-04-26,lowerror
28786,12694022,-0.0284,2016-04-26,lowerror
28787,12473644,-0.045,2016-04-26,lowerror
28788,11343807,0.0286,2016-04-26,lowerror
28789,10811953,-0.009000000000000001,2016-04-26,lowerror
28790,14313249,-0.0398,2016-04-26,lowerror
28791,11529226,-0.0121,2016-04-26,lowerror
28792,14689437,0.0178,2016-04-26,lowerror
28793,13027619,0.0266,2016-04-26,lowerror
28794,13062598,-0.0171,2016-04-26,lowerror
28795,12004096,0.0139,2016-04-26,lowerror
28796,13066642,-0.0101,2016-04-26,lowerror
28797,11262080,0.0315,2016-04-26,lowerror
28798,14286184,0.0344,2016-04-26,lowerror
28799,12820624,0.2054,2016-04-26,higherror
28800,10796455,0.0733,2016-04-26,higherror
28801,12703612,0.0564,2016-04-26,lowerror
28802,14238559,-0.0346,2016-04-26,lowerror
28803,12661480,0.1363,2016-04-26,higherror
28804,12012416,0.0411,2016-04-26,lowerror
28805,11536732,0.124,2016-04-26,higherror
28806,11536926,0.0807,2016-04-26,higherror
28807,11183750,0.0535,2016-04-26,lowerror
28808,13022651,-0.046,2016-04-26,lowerror
28809,14233783,-0.0161,2016-04-26,lowerror
28810,14601420,-0.0736,2016-04-26,higherror
28811,11761147,-0.0492,2016-04-26,lowerror
28812,10772313,0.0908,2016-04-26,higherror
28813,14420380,0.0354,2016-04-26,lowerror
28814,14689522,-0.006,2016-04-26,lowerror
28815,11053379,0.0592,2016-04-26,lowerror
28816,11267331,-0.001,2016-04-26,lowerror
28817,12660576,0.0139,2016-04-26,lowerror
28818,12706124,0.0459,2016-04-26,lowerror
28819,17084563,-0.0101,2016-04-26,lowerror
28820,13044653,0.01,2016-04-26,lowerror
28821,14691671,-0.0545,2016-04-26,lowerror
28822,10783010,-0.0101,2016-04-26,lowerror
28823,17142696,-0.0356,2016-04-26,lowerror
28824,11993113,-0.005,2016-04-26,lowerror
28825,10782695,-0.0161,2016-04-26,lowerror
28826,11521528,-0.2033,2016-04-26,higherror
28827,12657983,0.0139,2016-04-26,lowerror
28828,14266851,0.0218,2016-04-26,lowerror
28829,12705928,-0.0492,2016-04-26,lowerror
28830,10787085,0.0469,2016-04-26,lowerror
28831,12707352,0.138,2016-04-26,higherror
28832,14414867,-0.002,2016-04-26,lowerror
28833,11295334,-0.0151,2016-04-26,lowerror
28834,11792890,0.2414,2016-04-26,higherror
28835,13053429,0.0898,2016-04-26,higherror
28836,12376538,0.4075,2016-04-26,higherror
28837,11513168,-0.1602,2016-04-26,higherror
28838,11296636,0.0296,2016-04-26,lowerror
28839,12828669,-0.0253,2016-04-26,lowerror
28840,11512821,-0.3025,2016-04-26,higherror
28841,12369222,0.0363,2016-04-26,lowerror
28842,12339269,-0.2917,2016-04-26,higherror
28843,12339229,-0.0965,2016-04-26,higherror
28844,10771650,0.005,2016-04-26,lowerror
28845,10765316,-0.1637,2016-04-26,higherror
28846,12019319,0.002,2016-04-26,lowerror
28847,12434844,0.0129,2016-04-26,lowerror
28848,14303274,0.0363,2016-04-26,lowerror
28849,14303371,0.0334,2016-04-26,lowerror
28850,12811669,0.003,2016-04-26,lowerror
28851,12651782,-0.0566,2016-04-26,lowerror
28852,11190371,-0.0161,2016-04-26,lowerror
28853,12651529,-0.006,2016-04-26,lowerror
28854,14750983,-0.0823,2016-04-26,higherror
28855,12997876,0.1204,2016-04-26,higherror
28856,12809797,-0.0661,2016-04-26,lowerror
28857,12438666,0.0139,2016-04-26,lowerror
28858,11039927,-0.0305,2016-04-26,lowerror
28859,12996951,0.0742,2016-04-26,higherror
28860,14625693,-0.006,2016-04-26,lowerror
28861,11105297,-0.0141,2016-04-26,lowerror
28862,14698768,0.1689,2016-04-26,higherror
28863,10759335,-0.005,2016-04-26,lowerror
28864,12718082,0.0898,2016-04-26,higherror
28865,14311058,-0.0151,2016-04-26,lowerror
28866,11250022,-0.0523,2016-04-26,lowerror
28867,11489801,-0.0587,2016-04-26,lowerror
28868,14221261,0.0227,2016-04-26,lowerror
28869,14221386,-0.0726,2016-04-26,higherror
28870,10765669,0.0266,2016-04-26,lowerror
28871,13008657,-0.0182,2016-04-26,lowerror
28872,12832495,-0.0151,2016-04-26,lowerror
28873,12014409,-0.0651,2016-04-26,lowerror
28874,12336599,0.009000000000000001,2016-04-26,lowerror
28875,17199288,-0.1649,2016-04-26,higherror
28876,14294465,0.0535,2016-04-26,lowerror
28877,13078788,-0.005,2016-04-26,lowerror
28878,11808603,0.2469,2016-04-26,higherror
28879,12015263,0.1432,2016-04-26,higherror
28880,13081350,-0.0161,2016-04-26,lowerror
28881,11499860,0.0751,2016-04-26,higherror
28882,11757889,0.4874,2016-04-26,higherror
28883,17128016,0.1302,2016-04-26,higherror
28884,17137705,-0.0141,2016-04-26,lowerror
28885,12331398,-0.004,2016-04-26,lowerror
28886,12663319,-0.045,2016-04-26,lowerror
28887,11968860,-0.0315,2016-04-26,lowerror
28888,11189507,0.0198,2016-04-26,lowerror
28889,12429931,-0.0471,2016-04-26,lowerror
28890,14741973,0.0305,2016-04-26,lowerror
28891,10803424,-0.1087,2016-04-26,higherror
28892,13009410,-0.3624,2016-04-26,higherror
28893,14221981,0.0354,2016-04-26,lowerror
28894,12018528,0.0188,2016-04-26,lowerror
28895,10765765,0.0658,2016-04-26,lowerror
